asin	title	brand	gtin	mpn_model	specs	description	features	category	image
B004XC6GJ0	ARRIS SURFboard SB6121 4x4 DOCSIS 3.0 Cable Modem -Retail Packaging-Black	ARRIS	0168141495601	SB6121	['binding: Personal Computers', 'brand: ARRIS', 'catalognumberlist: MSS706363S01', 'color: Black', 'ean: 0168141495601', 'eanlist: 0048159209707, 7123290430852, 0081258012236, 0088020688156, 0151903603536, 0043396313620, 0804067410327, 0168141495601, 0763615975131, 0755263230472, 0163120457496, 0031112833194, 0999997143176, 0490560200185, 0999996719143, 0808113025534, 7869442309279, 0612572186237, 0885784846835, 0011822578936, 0172302715873, 6900744119522, 0021111531467, 0793426726851, 0132017756516, 0612572180136, 0031112584188, 0707568510001', 'isautographed: 0', 'ismemorabilia: 0', 'label: Motorola', 'manufacturer: Motorola', 'model: SB6121', 'mpn: SB6121', 'numberofitems: 1', 'packagequantity: 1', 'partnumber: SB6121', 'publisher: Motorola', 'size: Max Download Speed:  172 Mbps', 'studio: Motorola', 'upc: 021111531467', 'upclist: 0048159209707, 7123290430852, 0081258012236, 0088020688156, 0151903603536, 0043396313620, 0804067410327, 0168141495601, 0763615975131, 0755263230472, 0163120457496, 0031112833194, 0999997143176, 0490560200185, 0999996719143, 0808113025534, 7869442309279, 0612572186237, 0885784846835, 0011822578936, 0172302715873, 6900744119522, 0021111531467, 0793426726851, 0132017756516, 0612572180136, 0031112584188, 0707568510001']	"A new and improved version of the world's most widely deployed DOCSIS cable modems. For the residential cable subscriber who wants a powerful modem capable of delivering a high-speed data service at blazing fast speeds.10 / 100 / 1000 Base-T Ethernet Port (RJ-45) and 1-Year Limited Warranty.<br /><br /><!--[if gte mso 9]><xml> <o:OfficeDocumentSettings> <o:AllowPNG /> </o:OfficeDocumentSettings> </xml><![endif]--> <p class=""MsoNormal"">Additional information:</p> <p class=""MsoNormal"">• Requires CABLE Internet Service, if not sure your provider is CABLE call them to confirm<br /> • Compatible with ALL Major CABLE providers like Comcast, Cox, Charter, Time Warner, Mediacom, Bright House</p> <!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:TrackMoves /> <w:TrackFormatting /> <w:PunctuationKerning /> <w:ValidateAgainstSchemas /> <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid> <w:IgnoreMixedContent>false</w:IgnoreMixedContent> <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText> <w:DoNotPromoteQF /> <w:LidThemeOther>EN-US</w:LidThemeOther> <w:LidThemeAsian>X-NONE</w:LidThemeAsian> <w:LidThemeComplexScript>X-NONE</w:LidThemeComplexScript> <w:Compatibility> <w:BreakWrappedTables /> <w:SnapToGridInCell /> <w:WrapTextWithPunct /> <w:UseAsianBreakRules /> <w:DontGrowAutofit /> <w:SplitPgBreakAndParaMark /> <w:EnableOpenTypeKerning /> <w:DontFlipMirrorIndents /> <w:OverrideTableStyleHps /> </w:Compatibility> <m:mathPr> <m:mathFont m:val=""Cambria Math"" /> <m:brkBin m:val=""before"" /> <m:brkBinSub m:val=""--"" /> <m:smallFrac m:val=""off"" /> <m:dispDef /> <m:lMargin m:val=""0"" /> <m:rMargin m:val=""0"" /> <m:defJc m:val=""centerGroup"" /> <m:wrapIndent m:val=""1440"" /> <m:intLim m:val=""subSup"" /> <m:naryLim m:val=""undOvr"" /> </m:mathPr></w:WordDocument> </xml><![endif]--><!--[if gte mso 9]><xml> <w:LatentStyles DefLockedState=""false"" DefUnhideWhenUsed=""true"" DefSemiHidden=""true"" DefQFormat=""false"" DefPriority=""99"" LatentStyleCount=""267""> <w:LsdException Locked=""false"" Priority=""0"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Normal"" /> <w:LsdException Locked=""false"" Priority=""9"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""heading 1"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 2"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 3"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 4"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 5"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 6"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 7"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 8"" /> <w:LsdException Locked=""false"" Priority=""9"" QFormat=""true"" Name=""heading 9"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 1"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 2"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 3"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 4"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 5"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 6"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 7"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 8"" /> <w:LsdException Locked=""false"" Priority=""39"" Name=""toc 9"" /> <w:LsdException Locked=""false"" Priority=""35"" QFormat=""true"" Name=""caption"" /> <w:LsdException Locked=""false"" Priority=""10"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Title"" /> <w:LsdException Locked=""false"" Priority=""1"" Name=""Default Paragraph Font"" /> <w:LsdException Locked=""false"" Priority=""11"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Subtitle"" /> <w:LsdException Locked=""false"" Priority=""22"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Strong"" /> <w:LsdException Locked=""false"" Priority=""20"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Emphasis"" /> <w:LsdException Locked=""false"" Priority=""59"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Table Grid"" /> <w:LsdException Locked=""false"" UnhideWhenUsed=""false"" Name=""Placeholder Text"" /> <w:LsdException Locked=""false"" Priority=""1"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""No Spacing"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 1"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 1"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 1"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 1"" /> <w:LsdException Locked=""false"" UnhideWhenUsed=""false"" Name=""Revision"" /> <w:LsdException Locked=""false"" Priority=""34"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""List Paragraph"" /> <w:LsdException Locked=""false"" Priority=""29"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Quote"" /> <w:LsdException Locked=""false"" Priority=""30"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Intense Quote"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 1"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 1"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 1"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 1"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 1"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 2"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 2"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 2"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 2"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 2"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 2"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 2"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 2"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 3"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 3"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 3"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 3"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 3"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 3"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 3"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 3"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 4"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 4"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 4"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 4"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 4"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 4"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 4"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 4"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 5"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 5"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 5"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 5"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 5"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 5"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 5"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 5"" /> <w:LsdException Locked=""false"" Priority=""60"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Shading Accent 6"" /> <w:LsdException Locked=""false"" Priority=""61"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light List Accent 6"" /> <w:LsdException Locked=""false"" Priority=""62"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Light Grid Accent 6"" /> <w:LsdException Locked=""false"" Priority=""63"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 1 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""64"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Shading 2 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""65"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 1 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""66"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium List 2 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""67"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 1 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""68"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 2 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""69"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Medium Grid 3 Accent 6"" /> <w:LsdException Locked=""false"" Priority=""70"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Dark List Accent 6"" /> <w:LsdException Locked=""false"" Priority=""71"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Shading Accent 6"" /> <w:LsdException Locked=""false"" Priority=""72"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful List Accent 6"" /> <w:LsdException Locked=""false"" Priority=""73"" SemiHidden=""false"" UnhideWhenUsed=""false"" Name=""Colorful Grid Accent 6"" /> <w:LsdException Locked=""false"" Priority=""19"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Subtle Emphasis"" /> <w:LsdException Locked=""false"" Priority=""21"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Intense Emphasis"" /> <w:LsdException Locked=""false"" Priority=""31"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Subtle Reference"" /> <w:LsdException Locked=""false"" Priority=""32"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Intense Reference"" /> <w:LsdException Locked=""false"" Priority=""33"" SemiHidden=""false"" UnhideWhenUsed=""false"" QFormat=""true"" Name=""Book Title"" /> <w:LsdException Locked=""false"" Priority=""37"" Name=""Bibliography"" /> <w:LsdException Locked=""false"" Priority=""39"" QFormat=""true"" Name=""TOC Heading"" /> </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style> /* Style Definitions */ table.MsoNormalTable {mso-style-name:""Table Normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0in 5.4pt 0in 5.4pt; mso-para-margin-top:0in; mso-para-margin-right:0in; mso-para-margin-bottom:10.0pt; mso-para-margin-left:0in; line-height:115%; mso-pagination:widow-orphan; font-size:11.0pt; font-family:""Calibri"",""sans-serif""; mso-ascii-font-family:Calibri; mso-ascii-theme-font:minor-latin; mso-hansi-font-family:Calibri; mso-hansi-theme-font:minor-latin;} </style> <![endif]-->"	['Compatible with Time Warner Cable, Charter, Cox, Cablevision, and more', 'Not compatible with Verizon FiOS or AT&T U-verse, no longer approved by Comcast Xfinity', 'Requires Cable Iternet Service, if not sure your provider is CABLE call them to confirm', 'Wired modem only, does NOT include WIFI Router or VOIP Telephone adapter. Gigabit Ethernet port to connect to computer or Router for fast downloads.', 'Internet speeds based on your Cable providers service - up to 172 Mbps download and 131 Mbps upload. 4 Download and 4 Upload Channels.']	CE > COMPUTER_INPUT_DEVICE	https://images-na.ssl-images-amazon.com/images/I/51gOoiyk5oL.jpg
B000P1DEHU	Sony DVD/VCR Progressive Scan Combo Player SLV-D281P	Sony	0027242708952	LYSB000P1DEHU-ELECTRNCS	['binding: Electronics', 'brand: Sony', 'ean: 0027242708952', 'eanlist: 0027242708952', 'label: Sony', 'manufacturer: Sony', 'model: LYSB000P1DEHU-ELECTRNCS', 'mpn: LYSB000P1DEHU-ELECTRNCS', 'packagequantity: 1', 'partnumber: LYSB000P1DEHU-ELECTRNCS', 'publisher: Sony', 'studio: Sony', 'upc: 027242708952', 'upclist: 0027242708952']	Sony's SLV-D281P simplifies your home theater by combining a VCR and DVD player, all in one component. Now you can enjoy your VHS tapes and DVD library using the same player. It's a full featured VCR allowing you to record your favorite shows, while watching a DVD. Auto clock and channel set-up makes recording of your favorite TV shows easy. Pop-in the VHS tape, press record, and voila. The front A/V inputs add convenience when you simply want to quickly view those newly recorded videos from your camcorder.	['Combination DVD Player and Hi-Fi VCR - Component/S-Video Output for DVD Player - Progressive Output (480p) for DVD Player', 'CD, MP3, and JPEG Playback - 4-Head Hi-Fi Stereo - Auto Head Cleaner', 'Flash Rewind: Rewind a T-120 tape in around 60 seconds', '19 Micron Heads for Optimized EP Recording - Fast/Slow Playback with Sound', 'TV Virtual Surround - Coaxial Digital Output - Remote Control']	CE > VCR	https://images-na.ssl-images-amazon.com/images/I/51bFap6VhRL.jpg
B004NEUJKA	Uniden D1660-2 DECT6.0 Caller ID Cordless handset with 2 handsets	Uniden	0999993504940	D1660-2	['binding: Office Product', 'brand: Uniden', 'catalognumberlist: Cordless Telephones, TD-UN-D1660-2', 'color: Silver', 'ean: 0999993504940', 'eanlist: 0777780362306, 0961613210272, 0050633273425, 0777780393898, 0999993504940', 'isautographed: 0', 'ismemorabilia: 0', 'label: Uniden', 'manufacturer: Uniden', 'model: D1660-2', 'mpn: D1660-2', 'numberofitems: 1', 'packagequantity: 1', 'partnumber: D1660-2', 'publisher: Uniden', 'size: One Size', 'studio: Uniden', 'upc: 961613210272', 'upclist: 0777780362306, 0961613210272, 0050633273425, 0777780393898, 0999993504940']	You'll love that this Uniden Caller ID/ Call Waiting capable phone has DECT 6.0 technology. That's the best clarity available! If you subscribe to Caller ID/ Call waiting through your local phone company this phone will hold 50 names and numbers. With or without Caller ID/ Call Waiting the phone can hold up to 100 names and numbers in its phone book. It's easy to multitask with this phone because of its handset speakerphone and because you can intercom other phones within the system and can transfer calls between phones. It's expandable up to 12 handsets with using only one phone jack and is compatible with the Uniden DRX100 range extender. The message waiting indicator light on your handsets will tell you when there's a new voice mail. The Eco-mode automatically manages your power consumption for a longer battery life. Need some quiet time? Silence all ringers at once with a quick touch of the button.	['Digital DECT 6.0 for superior clarity, security and range', 'Eco-mode automatically manages power consumption for longer battery life', 'Silent mode silences all system ringers at the touch of a button', 'Display, owners manual and voice prompts can be set to English, Spanish and French', 'Handset speakerphone']	CE > PHONE	https://images-na.ssl-images-amazon.com/images/I/51fOq42Wx4L.jpg
B0011ULQNI									
B001O0DP48	Uniden DECT 6.0 Silver Cordless Phone with Caller ID and Two Handsets (DECT1560-2) - No answering machine	Uniden	0050633271667	DECT1560-2	['binding: Office Product', 'brand: Uniden', 'catalognumberlist: Cordless Telephones, TYDECT1560-2, TD-DECT1560-2', 'color: Silver', 'ean: 0050633271667', 'eanlist: 0050633271667, 0688581005074', 'isautographed: 0', 'ismemorabilia: 0', 'label: Uniden', 'manufacturer: Uniden', 'model: DECT1560-2', 'mpn: DECT1560-2', 'packagequantity: 1', 'partnumber: DECT1560-2', 'publisher: Uniden', 'studio: Uniden', 'upc: 050633271667', 'upclist: 0050633271667, 0688581005074']	"Advanced DECT 6.0 technology operates on the newly released 1.9GHz frequency band. Uniden DECT incorporated unique ""listen before transmit"" technology that avoids interference with many household products, such as baby monitors, microwaves and Wi-Fi. As a result, these phones offer enhanced voice clarity and crystal clear digital sound quality. DECT also offers high security and voice protection as well as longer batter and battery standby life."	['DECT 6.0 Interference Free Cordless Frequency', 'Extra Caller ID Handset and Charger Included', 'Clearest Voice Reception', 'Conference Call Feature', 'Handset Speakerphone']	CE > PHONE	https://images-na.ssl-images-amazon.com/images/I/515SriHETkL.jpg
B00DQV2BDO	Panasonic KX-TGA402N 1.9GHz Extra Handset	Panasonic	0037988482528		['binding: Office Product', 'brand: Panasonic', 'ean: 0037988482528', 'eanlist: 0037988482528', 'label: Panasonic Consumer', 'manufacturer: Panasonic Consumer', 'mpn: KX-TGA402N', 'partnumber: KX-TGA402N', 'publisher: Panasonic Consumer', 'studio: Panasonic Consumer', 'upc: 037988482528', 'upclist: 0037988482528']	This auction is for the handset only. Charger, batteries, power cord, belt clip, main unit and any other accessories are not included.	"['DECT 6.0 Plus Technology  - Interference Free Communication  - Increased Clarity / Enhanced Security  - Wider Range / Network Friendly', 'Talking Caller ID / Call Waiting Voicemail Compatibility Eco-Friendly Phone', 'Silent Mode 1.8"" Backlit LCD Display Backlit Keypad 50 Station Name / Number Caller ID Memory 50 Station Phone Directory / Dialer Call Block', 'Up To 4-Way Conferencing Message Waiting Indicator 6-Step Speakerphone Volume Control 3-Step Volume Control 4-Step Ringer Volume Control Visual Ringer Ringer ID', 'Handset to Handset Intercom Handset Locator Chain Dial Icon Operation 5 Number Redial Hold Mute Flash Clock & Alarm']"	CE > OFFICE_ELECTRONICS	https://images-na.ssl-images-amazon.com/images/I/414pgaVg90L.jpg
B000E1B2SO									
